Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Richmond,4/39 Hunter St,2,u,1226000,S,hockingstuart,6/5/2017,2.6,3121,2,1,1,826,99,1996,Yarra,-37.821,145.005,Northern Metropolitan,14949
Richmond,516/2 McGoun St,1,u,500000,VB,Collins,6/5/2017,2.6,3121,1,1,1,2044,,,Yarra,-37.817,144.996,Northern Metropolitan,14949
Richmond,118 Somerset St,3,h,1214000,S,Nelson,6/5/2017,2.6,3121,3,1,1,176,106,1900,Yarra,-37.816,145.006,Northern Metropolitan,14949
Richmond,213/253 Bridge Rd,1,u,370000,SP,Biggin,8/4/2017,2.6,3121,1,1,1,3512,,2011,Yarra,-37.818,144.998,Northern Metropolitan,14949
Richmond,308/633 Church St,3,u,790000,SP,Biggin,8/4/2017,2.6,3121,3,1,1,0,90,1999,Yarra,-37.833,144.997,Northern Metropolitan,14949
Richmond,29 Gipps St,3,h,1400000,VB,Nelson,8/4/2017,2.6,3121,3,2,1,848,,,Yarra,-37.824,144.996,Northern Metropolitan,14949
Richmond,307/18 Hull St,2,u,500000,VB,Jellis,8/4/2017,2.6,3121,2,1,1,0,,2012,Yarra,-37.818,144.997,Northern Metropolitan,14949
Richmond,1/2 Little Kent St,2,t,1090000,S,Fletchers,8/4/2017,2.6,3121,2,2,1,0,137,2002,Yarra,-37.815,145,Northern Metropolitan,14949
Richmond,113A Richmond Tce,3,h,1785000,S,hockingstuart,8/4/2017,2.6,3121,3,1,1,240,115,1958,Yarra,-37.822,144.996,Northern Metropolitan,14949
Richmond,106/59 Stawell St,2,u,560000,PI,Ray,8/4/2017,2.6,3121,2,1,1,7455,65,2008,Yarra,-37.822,145.01,Northern Metropolitan,14949
Richmond,101/27 Dickmann St,2,u,690000,VB,hockingstuart,13/05/2017,2.6,3121,2,2,1,760,,2010,Yarra,-37.825,144.998,Northern Metropolitan,14949
Richmond,43 Gardner St,2,h,1050000,PI,Biggin,13/05/2017,2.6,3121,2,1,1,134,63.7,1900,Yarra,-37.817,145.006,Northern Metropolitan,14949
Richmond,293 Highett St,3,h,2060000,PI,Marshall,13/05/2017,2.6,3121,3,2,1,181,,,Yarra,-37.816,145.004,Northern Metropolitan,14949
Richmond,62 Butler St,2,h,860000,PI,Biggin,20/05/2017,2.6,3121,2,1,1,111,,,Yarra,-37.811,144.996,Northern Metropolitan,14949
Richmond,6/323 Church St,3,t,1052000,S,Jellis,20/05/2017,2.6,3121,3,1,1,0,100,2010,Yarra,-37.822,144.999,Northern Metropolitan,14949
Richmond,2 Portland St,3,h,3000000,VB,Jellis,20/05/2017,2.6,3121,3,2,1,230,204,2011,Yarra,-37.821,144.995,Northern Metropolitan,14949
Richmond,3 Kimber St,3,h,1330000,S,Jellis,22/04/2017,2.6,3121,3,1,1,154,95,1900,Yarra,-37.826,145.012,Northern Metropolitan,14949
Richmond,304/253 Bridge Rd,2,u,630000,S,Biggin,29/04/2017,2.6,3121,2,2,1,3512,,2011,Yarra,-37.818,144.998,Northern Metropolitan,14949
Richmond,30 Corsair St,2,h,1210000,S,Jellis,29/04/2017,2.6,3121,2,1,1,178,,,Yarra,-37.823,145.006,Northern Metropolitan,14949
Richmond,2 Moore St,1,h,911000,S,Biggin,29/04/2017,2.6,3121,1,1,1,126,77,1900,Yarra,-37.826,145.011,Northern Metropolitan,14949
Richmond,57 Type St,3,h,1590000,S,hockingstuart,29/04/2017,2.6,3121,3,1,1,318,,,Yarra,-37.823,145.01,Northern Metropolitan,14949
Rosanna,154 Grandview Gr,4,h,1380000,S,Fletchers,8/4/2017,11.4,3084,4,2,1,607,,,Banyule,-37.733,145.063,Eastern Metropolitan,3540
Rosanna,34 Haughton Pde,4,h,1150000,SP,Miles,13/05/2017,11.4,3084,4,1,1,672,,,Banyule,-37.744,145.077,Eastern Metropolitan,3540
Rosanna,35 Thomson Dr,4,h,1160000,S,Barry,20/05/2017,11.4,3084,4,2,1,613,,,Banyule,-37.732,145.069,Eastern Metropolitan,3540
Rosanna,7/4 Banyule Rd,2,u,615000,S,Miles,29/04/2017,11.4,3084,2,1,1,190,105,1980,Banyule,-37.744,145.073,Eastern Metropolitan,3540
Rosanna,5 Finlayson St,3,h,940000,VB,Miles,29/04/2017,11.4,3084,3,2,1,581,,,Banyule,-37.74,145.068,Eastern Metropolitan,3540
Seddon,199 Buckley St,2,h,665000,PI,Village,13/05/2017,6.6,3011,2,1,1,269,80,1900,Maribyrnong,-37.803,144.888,Western Metropolitan,2417
Seddon,29 Tennyson St,3,h,950000,S,Village,13/05/2017,6.6,3011,3,1,1,220,,1920,Maribyrnong,-37.808,144.888,Western Metropolitan,2417
Seddon,4 Henry St,2,h,1085000,S,Village,20/05/2017,6.6,3011,2,1,1,249,,,Maribyrnong,-37.805,144.888,Western Metropolitan,2417
Seddon,3 Walter St,3,h,847000,S,Jas,20/05/2017,6.6,3011,3,1,1,205,,,Maribyrnong,-37.805,144.897,Western Metropolitan,2417
Seddon,68 Windsor St,2,h,785000,S,hockingstuart,20/05/2017,6.6,3011,2,1,1,116,,,Maribyrnong,-37.805,144.891,Western Metropolitan,2417
South Melbourne,20 Glover St,3,h,2240000,S,Greg,6/5/2017,2.1,3205,3,2,1,197,168,1900,Port Phillip,-37.84,144.949,Southern Metropolitan,5943
South Melbourne,28 Nelson Pl,3,h,2050000,PI,Marshall,6/5/2017,2.1,3205,3,2,1,230,,,Port Phillip,-37.837,144.953,Southern Metropolitan,5943
South Melbourne,8/192 Cecil St,1,u,460000,S,hockingstuart,8/4/2017,2.1,3205,1,1,1,0,42,1970,Port Phillip,-37.834,144.958,Southern Metropolitan,5943
South Melbourne,5 Park Pl,2,u,650000,VB,hockingstuart,8/4/2017,2.1,3205,2,1,1,438,2,1900,Port Phillip,-37.835,144.96,Southern Metropolitan,5943
South Melbourne,24B Dow St,2,t,1100000,S,Marshall,13/05/2017,2.1,3205,2,1,1,327,75,2004,Port Phillip,-37.835,144.964,Southern Metropolitan,5943
South Melbourne,27 Lyell St,3,h,1820000,S,WHITEFOX,13/05/2017,2.1,3205,3,1,1,204,105,1910,Port Phillip,-37.837,144.95,Southern Metropolitan,5943
South Melbourne,13 Martin St,3,h,1780000,S,Buxton,20/05/2017,2.1,3205,3,2,1,202,,,Port Phillip,-37.837,144.959,Southern Metropolitan,5943
South Melbourne,55 Cobden St,2,h,1024000,S,Williams,22/04/2017,2.1,3205,2,1,1,102,,1880,Port Phillip,-37.836,144.968,Southern Metropolitan,5943
South Melbourne,53/39 Dorcas St,3,u,680000,VB,Greg,22/04/2017,2.1,3205,3,2,1,0,110.87,2003,Port Phillip,-37.831,144.969,Southern Metropolitan,5943
South Melbourne,125 Napier St,2,h,1150000,PI,Greg,22/04/2017,2.1,3205,2,1,1,91,,1970,Port Phillip,-37.836,144.964,Southern Metropolitan,5943
South Melbourne,411/38 Bank St,3,u,710000,VB,Greg,29/04/2017,2.1,3205,3,2,1,0,150,2001,Port Phillip,-37.832,144.968,Southern Metropolitan,5943
South Yarra,6/38 Chambers St,3,u,1320000,S,RT,6/5/2017,3.3,3141,3,2,1,15,15,,Stonnington,-37.84,144.995,Southern Metropolitan,14887
South Yarra,407/800 Chapel St,1,u,537000,S,hockingstuart,6/5/2017,3.3,3141,1,1,1,0,,2000,Stonnington,-37.836,144.997,Southern Metropolitan,14887
South Yarra,806/800 Chapel St,2,u,800000,VB,Beller,6/5/2017,3.3,3141,2,2,1,0,,2000,Stonnington,-37.836,144.997,Southern Metropolitan,14887
South Yarra,1/52 Caroline St,1,u,410000,S,hockingstuart,8/4/2017,3.3,3141,1,1,1,0,,,Stonnington,-37.838,144.988,Southern Metropolitan,14887
South Yarra,10/14 Cromwell Rd,2,u,499000,S,hockingstuart,8/4/2017,3.3,3141,2,1,1,0,,1970,Stonnington,-37.845,145,Southern Metropolitan,14887
South Yarra,14 Moore St,2,h,1214000,S,hockingstuart,8/4/2017,3.3,3141,2,1,1,161,82,1900,Stonnington,-37.845,144.989,Southern Metropolitan,14887
South Yarra,9/384 Toorak Rd,2,u,485000,PI,Biggin,8/4/2017,3.3,3141,2,1,1,5467,73,1970,Stonnington,-37.841,145.004,Southern Metropolitan,14887
South Yarra,2/63 Domain St,3,u,920000,S,Williams,13/05/2017,3.3,3141,3,1,1,0,,1970,Melbourne,-37.836,144.978,Southern Metropolitan,14887
South Yarra,30/30 Murphy St,2,u,615000,S,hockingstuart,13/05/2017,3.3,3141,2,1,1,0,,,Stonnington,-37.837,144.991,Southern Metropolitan,14887
South Yarra,3/555 Punt Rd,2,u,642000,S,Kay,13/05/2017,3.3,3141,2,1,1,595,,,Melbourne,-37.842,144.986,Southern Metropolitan,14887
South Yarra,65 Caroline St,3,t,3475000,S,Marshall,20/05/2017,3.3,3141,3,3,1,296,,,Stonnington,-37.837,144.988,Southern Metropolitan,14887
South Yarra,7 Cassell St,2,h,1710000,PI,Jellis,20/05/2017,3.3,3141,2,2,1,208,145,1880,Stonnington,-37.843,145.002,Southern Metropolitan,14887
South Yarra,26 Howitt St,2,u,851000,S,Biggin,20/05/2017,3.3,3141,2,1,1,284,,,Stonnington,-37.847,145.002,Southern Metropolitan,14887
South Yarra,30 Nicholson St,3,t,2030000,S,Kay,20/05/2017,3.3,3141,3,2,1,201,,,Stonnington,-37.843,144.988,Southern Metropolitan,14887
South Yarra,9 Nicholson St,2,h,1405000,S,Beller,22/04/2017,3.3,3141,2,1,1,219,,,Stonnington,-37.842,144.987,Southern Metropolitan,14887
South Yarra,403/79 River St,2,u,850000,S,hockingstuart,22/04/2017,3.3,3141,2,2,1,17200,,2000,Stonnington,-37.836,144.997,Southern Metropolitan,14887
South Yarra,5/9 Rockley Rd,2,u,792500,S,Jellis,22/04/2017,3.3,3141,2,1,1,0,106,1970,Stonnington,-37.838,145,Southern Metropolitan,14887
South Yarra,13/47 Marne St,1,u,390500,SP,hockingstuart,29/04/2017,3.3,3141,1,1,1,775,46,1960,Melbourne,-37.835,144.984,Southern Metropolitan,14887
South Yarra,9/21 Park La,3,u,2050000,S,Kay,29/04/2017,3.3,3141,3,2,1,3197,,,Melbourne,-37.845,144.984,Southern Metropolitan,14887
South Yarra,1/215 Williams Rd,2,u,595000,S,Kay,29/04/2017,3.3,3141,2,1,1,0,,,Stonnington,-37.845,145.004,Southern Metropolitan,14887
St Kilda,5/18 Barkly St,1,u,346000,SP,Buxton,6/5/2017,6.1,3182,1,1,1,678,,,Port Phillip,-37.859,144.983,Southern Metropolitan,13240
St Kilda,22/3 Alfred Sq,1,u,520000,S,hockingstuart,8/4/2017,6.1,3182,1,1,1,2422,,1970,Port Phillip,-37.864,144.974,Southern Metropolitan,13240
St Kilda,11/52 Alma Rd,1,u,320000,VB,hockingstuart,8/4/2017,6.1,3182,1,1,1,1036,,,Port Phillip,-37.861,144.987,Southern Metropolitan,13240
St Kilda,13/220 Barkly St,2,u,610500,SP,Buxton,8/4/2017,6.1,3182,2,2,1,2920,84,2006,Port Phillip,-37.871,144.981,Southern Metropolitan,13240
St Kilda,22/14 Crimea St,1,u,350000,VB,hockingstuart,8/4/2017,6.1,3182,1,1,1,1236,,1968,Port Phillip,-37.859,144.988,Southern Metropolitan,13240
St Kilda,23A Havelock St,2,h,1120000,S,hockingstuart,8/4/2017,6.1,3182,2,1,1,135,74,1930,Port Phillip,-37.866,144.98,Southern Metropolitan,13240
St Kilda,2/25 Acland St,2,t,1077000,S,Marshall,13/05/2017,6.1,3182,2,1,1,455,98,1890,Port Phillip,-37.864,144.975,Southern Metropolitan,13240
St Kilda,34 Acland St,2,h,1301000,S,Wilson,13/05/2017,6.1,3182,2,1,1,165,97,1910,Port Phillip,-37.866,144.977,Southern Metropolitan,13240
St Kilda,25 Fawkner St,2,h,1440000,S,Marshall,13/05/2017,6.1,3182,2,1,1,194,112,1890,Port Phillip,-37.866,144.98,Southern Metropolitan,13240
St Kilda,15/20 Princes St,2,u,680000,S,Buxton,20/05/2017,6.1,3182,2,1,1,0,,,Port Phillip,-37.859,144.982,Southern Metropolitan,13240
St Kilda,63 Chapel St,3,h,1361000,S,Buxton,22/04/2017,6.1,3182,3,1,1,246,,,Port Phillip,-37.864,144.991,Southern Metropolitan,13240
St Kilda,7/29 Marine Pde,3,u,1000000,SP,McGrath,22/04/2017,6.1,3182,3,1,1,0,115,1930,Port Phillip,-37.872,144.977,Southern Metropolitan,13240
St Kilda,11/74 Barkly St,2,u,902000,S,McGrath,29/04/2017,6.1,3182,2,1,1,18,,,Port Phillip,-37.862,144.982,Southern Metropolitan,13240
St Kilda,1/23 Eildon Rd,3,u,1190000,S,Gary,29/04/2017,6.1,3182,3,1,1,460,140,1955,Port Phillip,-37.862,144.977,Southern Metropolitan,13240
St Kilda,5 Octavia St,2,h,920000,S,hockingstuart,29/04/2017,6.1,3182,2,1,1,190,,,Port Phillip,-37.858,144.984,Southern Metropolitan,13240
St Kilda,105/60 Wellington St,2,u,482000,S,McGrath,29/04/2017,6.1,3182,2,1,1,0,54,2004,Port Phillip,-37.857,144.987,Southern Metropolitan,13240
St Kilda,35 Wordsworth St,4,h,2260000,S,McGrath,29/04/2017,6.1,3182,4,2,1,297,,,Port Phillip,-37.873,144.979,Southern Metropolitan,13240
Strathmore,18 Strathaird St,4,h,810000,PI,Nelson,6/5/2017,9.7,3041,4,1,1,543,137,1960,Moonee Valley,-37.72,144.904,Western Metropolitan,3284
Strathmore,8 Jones Ct,3,h,1021000,S,Considine,8/4/2017,9.7,3041,3,2,1,371,183,2014,Moonee Valley,-37.723,144.906,Western Metropolitan,3284
Strathmore,12 Loeman St,3,t,925000,S,Frank,8/4/2017,9.7,3041,3,3,1,555,293,,Moonee Valley,-37.735,144.923,Western Metropolitan,3284
Strathmore,186 Mascoma St,5,h,910000,SP,Brad,8/4/2017,9.7,3041,5,2,1,533,204,1965,Moonee Valley,-37.719,144.904,Western Metropolitan,3284
Strathmore,221 Mascoma St,3,h,900000,VB,Nelson,13/05/2017,9.7,3041,3,1,1,531,,,Moonee Valley,-37.719,144.905,Western Metropolitan,3284
Strathmore,1 Lebanon St,3,h,995000,SP,Jellis,20/05/2017,9.7,3041,3,2,1,653,,1940,Moonee Valley,-37.73,144.923,Western Metropolitan,3284
Strathmore,68 Willonga St,5,h,1150000,SP,Brad,20/05/2017,9.7,3041,5,2,1,702,,,Moonee Valley,-37.725,144.915,Western Metropolitan,3284
Sunshine,54 Ardoyne St,3,h,940000,S,Douglas,6/5/2017,12.6,3020,3,2,1,572,190,1950,Brimbank,-37.797,144.826,Western Metropolitan,3755
Sunshine,138 Devonshire Rd,4,h,726000,S,YPA,6/5/2017,12.6,3020,4,2,1,567,95,1950,Brimbank,-37.787,144.846,Western Metropolitan,3755
Sunshine,27 Parsons St,3,h,950000,S,Douglas,6/5/2017,12.6,3020,3,1,1,725,,,Brimbank,-37.792,144.842,Western Metropolitan,3755
Sunshine,14 Baker St,4,h,760000,S,Douglas,8/4/2017,12.6,3020,4,1,1,650,,,Brimbank,-37.787,144.844,Western Metropolitan,3755
Sunshine,2 Colin St,4,h,990000,S,FN,8/4/2017,12.6,3020,4,1,1,654,189,1950,Brimbank,-37.78,144.842,Western Metropolitan,3755
Sunshine,10 Dundalk St,3,h,651500,S,Barry,8/4/2017,12.6,3020,3,1,1,555,,,Brimbank,-37.799,144.822,Western Metropolitan,3755
Sunshine,2 Islington St,4,h,970000,S,Douglas,22/04/2017,12.6,3020,4,1,1,615,,,Brimbank,-37.785,144.838,Western Metropolitan,3755
Sunshine,3 Mellor St,3,h,841000,S,Douglas,22/04/2017,12.6,3020,3,1,1,557,,1960,Brimbank,-37.781,144.837,Western Metropolitan,3755
Sunshine,69 Duke St,3,h,710000,S,Village,29/04/2017,12.6,3020,3,1,1,483,93.84,1950,Brimbank,-37.788,144.846,Western Metropolitan,3755
Sunshine,73 Monash St,3,h,840000,PI,FN,29/04/2017,12.6,3020,3,1,1,462,108,1930,Brimbank,-37.789,144.838,Western Metropolitan,3755
Sunshine,115 Wright St,3,h,660000,S,Douglas,29/04/2017,12.6,3020,3,2,1,660,,,Brimbank,-37.795,144.825,Western Metropolitan,3755
Sunshine,10 Yewers St,3,h,692000,S,FN,29/04/2017,12.6,3020,3,1,1,485,,,Brimbank,-37.787,144.843,Western Metropolitan,3755
Sunshine North,25 Lincoln St,3,h,830000,S,Douglas,6/5/2017,13.3,3020,3,1,1,608,,,Brimbank,-37.774,144.845,Western Metropolitan,4217
Sunshine North,19 Plymouth Cl,3,h,600000,S,Douglas,6/5/2017,13.3,3020,3,1,1,465,,,Brimbank,-37.755,144.83,Western Metropolitan,4217
Sunshine North,25 Downing St,3,h,718000,S,Douglas,13/05/2017,13.3,3020,3,1,1,551,,,Brimbank,-37.771,144.839,Western Metropolitan,4217
Sunshine North,3 Belmore Rd,4,h,775000,S,Douglas,29/04/2017,13.3,3020,4,1,1,665,147,1980,Brimbank,-37.766,144.838,Western Metropolitan,4217
Sunshine North,90 McIntyre Rd,3,h,490000,PI,Douglas,29/04/2017,13.3,3020,3,1,1,546,145,1960,Brimbank,-37.768,144.831,Western Metropolitan,4217
Sunshine West,32 Killara St,3,h,716000,S,Barry,6/5/2017,13.5,3020,3,1,1,534,120,1975,Brimbank,-37.789,144.821,Western Metropolitan,6763
Sunshine West,7 Foxcroft Ct,3,h,511000,S,Barry,8/4/2017,13.5,3020,3,2,1,519,,,Brimbank,-37.8,144.797,Western Metropolitan,6763
Sunshine West,1/10 Fremont Pde,4,h,515000,SP,Brad,8/4/2017,13.5,3020,4,2,1,332,159,2006,Brimbank,-37.796,144.806,Western Metropolitan,6763
Sunshine West,27 Warmington Rd,3,h,530000,S,Barry,8/4/2017,13.5,3020,3,1,1,573,119,1970,Brimbank,-37.802,144.826,Western Metropolitan,6763
Sunshine West,91 Hilma St,4,h,685000,S,Bells,13/05/2017,13.5,3020,4,2,1,572,184,1967,Brimbank,-37.791,144.798,Western Metropolitan,6763
Sunshine West,13 Murray St,3,h,700000,PI,Douglas,22/04/2017,13.5,3020,3,1,1,701,,,Brimbank,-37.789,144.805,Western Metropolitan,6763
Sunshine West,133 David Dr,3,t,521000,S,Bells,29/04/2017,13.5,3020,3,3,1,134,124.45,2008,Brimbank,-37.79,144.789,Western Metropolitan,6763
Sunshine West,100 Links St,3,h,571000,S,GL,29/04/2017,13.5,3020,3,1,1,757,100,1950,Brimbank,-37.785,144.809,Western Metropolitan,6763
Sunshine West,7 The Mews,3,h,710000,SP,S&L,29/04/2017,13.5,3020,3,1,1,990,,,Brimbank,-37.793,144.807,Western Metropolitan,6763
Surrey Hills,3/700 Canterbury Rd,2,u,682000,S,Ham,6/5/2017,11.2,3127,2,1,1,119,,,Whitehorse,-37.827,145.103,Southern Metropolitan,5457
Surrey Hills,2/35 Boisdale St,2,u,825000,S,Fletchers,13/05/2017,11.2,3127,2,1,1,180,85,1970,Whitehorse,-37.835,145.103,Southern Metropolitan,5457
Surrey Hills,61 Broughton Rd,3,h,1525000,S,Fletchers,13/05/2017,11.2,3127,3,2,1,347,195,2013,Whitehorse,-37.832,145.105,Southern Metropolitan,5457
Surrey Hills,18 Empress Rd,2,h,1260000,SP,Jellis,13/05/2017,11.2,3127,2,1,1,269,124,1910,Boroondara,-37.82,145.089,Southern Metropolitan,5457
Surrey Hills,29 Weybridge St,4,h,2360000,S,Marshall,13/05/2017,11.2,3127,4,2,1,764,265,1930,Boroondara,-37.818,145.095,Southern Metropolitan,5457
Surrey Hills,1/6 Blackburn St,2,h,1250000,SP,Fletchers,20/05/2017,11.2,3127,2,2,1,323,96,1980,Boroondara,-37.823,145.099,Southern Metropolitan,5457
Surrey Hills,26 Everton Gr,4,h,1490000,S,Noel,20/05/2017,11.2,3127,4,1,1,605,,,Whitehorse,-37.829,145.105,Southern Metropolitan,5457
Surrey Hills,6A Thistle St,4,h,1600000,PI,Marshall,20/05/2017,11.2,3127,4,1,1,600,186,1886,Boroondara,-37.833,145.098,Southern Metropolitan,5457
Surrey Hills,68 Weybridge St,3,h,1652000,S,Kay,20/05/2017,11.2,3127,3,2,1,368,150,,Boroondara,-37.818,145.088,Southern Metropolitan,5457
Surrey Hills,8 Durham Rd,4,h,2370000,PI,Jellis,29/04/2017,11.2,3127,4,3,1,773,300,1900,Boroondara,-37.826,145.091,Southern Metropolitan,5457
Templestowe Lower,2/92 Foote St,3,t,940000,PI,Jellis,6/5/2017,13.8,3107,3,2,1,281,,2011,Manningham,-37.759,145.121,Eastern Metropolitan,5420
Templestowe Lower,6 Jean St,3,h,1503500,S,Noel,6/5/2017,13.8,3107,3,1,1,907,,,Manningham,-37.763,145.119,Eastern Metropolitan,5420
Templestowe Lower,8 Esther St,3,t,950000,VB,hockingstuart,8/4/2017,13.8,3107,3,2,1,306,,,Manningham,-37.766,145.101,Eastern Metropolitan,5420
Templestowe Lower,4 Michael St,3,h,1370000,S,Barry,8/4/2017,13.8,3107,3,1,1,743,,,Manningham,-37.77,145.109,Eastern Metropolitan,5420
Templestowe Lower,5 Fran Ct,4,h,1181000,SP,Parkes,13/05/2017,13.8,3107,4,2,1,805,,,Manningham,-37.757,145.107,Eastern Metropolitan,5420
Templestowe Lower,21 Rooney St,3,h,1385000,S,Barry,13/05/2017,13.8,3107,3,1,1,745,,,Manningham,-37.769,145.111,Eastern Metropolitan,5420
Templestowe Lower,258 Thompsons Rd,3,h,1180000,S,Philip,20/05/2017,13.8,3107,3,1,1,655,,,Manningham,-37.769,145.103,Eastern Metropolitan,5420
Templestowe Lower,254 Thompsons Rd,4,h,1302000,S,Ray,22/04/2017,13.8,3107,4,2,1,650,,,Manningham,-37.769,145.102,Eastern Metropolitan,5420
Templestowe Lower,11 Airdrie Ct,5,h,1775000,S,Jellis,29/04/2017,13.8,3107,5,4,1,501,,,Manningham,-37.762,145.124,Eastern Metropolitan,5420
Thornbury,177 Raleigh St,3,h,1750000,S,McGrath,6/5/2017,6.5,3071,3,1,1,712,,,Darebin,-37.76,145.012,Northern Metropolitan,8870
Thornbury,129 Collins St,3,h,1345000,S,Love,8/4/2017,6.5,3071,3,2,1,584,,,Darebin,-37.756,145.015,Northern Metropolitan,8870
Thornbury,104 Mansfield St,3,h,1080000,S,Miles,8/4/2017,6.5,3071,3,1,1,408,,,Darebin,-37.757,145.008,Northern Metropolitan,8870
Thornbury,145 Shaftesbury Pde,3,h,1195000,S,Love,8/4/2017,6.5,3071,3,1,1,463,131,1930,Darebin,-37.759,144.989,Northern Metropolitan,8870
Thornbury,4/2 Strettle St,2,u,716000,S,Love,8/4/2017,6.5,3071,2,1,1,0,87,1995,Darebin,-37.755,144.982,Northern Metropolitan,8870
Thornbury,9 Ethel St,3,t,865000,S,buyMyplace,13/05/2017,6.5,3071,3,2,1,194,,2000,Darebin,-37.754,144.999,Northern Metropolitan,8870
Thornbury,1/73 Flinders St,2,u,462000,S,Nelson,13/05/2017,6.5,3071,2,1,1,0,,1970,Darebin,-37.756,145.007,Northern Metropolitan,8870
Thornbury,107 Hutton St,3,h,1100000,PI,Woodards,13/05/2017,6.5,3071,3,2,1,359,,,Darebin,-37.755,144.992,Northern Metropolitan,8870
Thornbury,221 Mansfield St,4,h,1635000,S,Jellis,13/05/2017,6.5,3071,4,2,1,464,,,Darebin,-37.758,145.017,Northern Metropolitan,8870
Thornbury,3/1 Smith St,3,t,998000,SP,Jellis,13/05/2017,6.5,3071,3,2,1,0,166,2001,Darebin,-37.758,145,Northern Metropolitan,8870
Thornbury,3/31 Clapham St,2,u,600000,S,Love,20/05/2017,6.5,3071,2,1,1,0,59,1960,Darebin,-37.755,144.998,Northern Metropolitan,8870
Thornbury,35D Clapham St,3,h,1346000,S,Nelson,20/05/2017,6.5,3071,3,2,1,349,130,1918,Darebin,-37.754,144.998,Northern Metropolitan,8870
Thornbury,171 Mansfield St,3,h,1130000,S,Jellis,20/05/2017,6.5,3071,3,1,1,381,,,Darebin,-37.758,145.013,Northern Metropolitan,8870
Thornbury,292 Rathmines St,3,h,1275000,PI,Jellis,20/05/2017,6.5,3071,3,1,1,517,115,1950,Darebin,-37.764,145.018,Northern Metropolitan,8870
Thornbury,10 Speight St,3,h,1200000,S,Woodards,20/05/2017,6.5,3071,3,1,1,447,,,Darebin,-37.762,145.007,Northern Metropolitan,8870
Thornbury,140 Dundas St,2,h,915000,S,Love,22/04/2017,6.5,3071,2,1,1,502,,,Darebin,-37.754,145.016,Northern Metropolitan,8870
Thornbury,199 Mansfield St,1,u,300000,SP,McGrath,22/04/2017,6.5,3071,1,1,1,948,,1970,Darebin,-37.758,145.015,Northern Metropolitan,8870
Thornbury,1/44 Hammond St,3,u,880000,SP,McGrath,29/04/2017,6.5,3071,3,1,1,242,117,1995,Darebin,-37.764,145.014,Northern Metropolitan,8870
Thornbury,58 Leinster Gr,2,t,960000,S,Jellis,29/04/2017,6.5,3071,2,2,1,158,133,2007,Darebin,-37.759,144.988,Northern Metropolitan,8870
Thornbury,5 Shaftesbury Pde,2,h,1260000,S,Nelson,29/04/2017,6.5,3071,2,1,1,317,96,1910,Darebin,-37.761,145,Northern Metropolitan,8870
Thornbury,68 Wilmoth St,2,h,1100000,SP,McGrath,29/04/2017,6.5,3071,3,1,1,330,132,1930,Darebin,-37.763,145.017,Northern Metropolitan,8870
Viewbank,8 Graham Rd,3,h,810000,VB,Miles,6/5/2017,13.8,3084,3,1,1,667,,,Banyule,-37.743,145.084,Eastern Metropolitan,2698
Viewbank,23 Kuranga Rd,4,h,1140000,S,Miles,8/4/2017,13.8,3084,4,2,1,863,,,Banyule,-37.732,145.095,Eastern Metropolitan,2698
Viewbank,6 Dawn Ct,4,h,1003000,S,Nelson,20/05/2017,13.8,3084,4,2,1,619,,,Banyule,-37.736,145.093,Eastern Metropolitan,2698
Viewbank,9 Rockaway Dr,4,h,1155000,PI,Fletchers,22/04/2017,13.8,3084,4,2,1,780,217,1950,Banyule,-37.731,145.093,Eastern Metropolitan,2698
Watsonia,60 Orana Dr,3,h,880000,S,Barry,6/5/2017,14.9,3087,3,1,1,555,,,Banyule,-37.713,145.089,Northern Metropolitan,2329
Watsonia,5 Regis Ct,5,h,826000,S,Barry,6/5/2017,14.9,3087,5,1,1,545,132,1970,Banyule,-37.705,145.083,Northern Metropolitan,2329
Watsonia,12 Black St,4,h,952000,S,Barry,8/4/2017,14.9,3087,4,2,1,729,,,Banyule,-37.711,145.081,Northern Metropolitan,2329
Watsonia,2/42 Wattle Dr,3,h,677500,S,Buckingham,8/4/2017,14.9,3087,3,1,1,245,,,Banyule,-37.716,145.077,Northern Metropolitan,2329
Watsonia,25 Bungay St,4,h,761000,S,LJ,22/04/2017,14.9,3087,4,1,1,696,123,1956,Banyule,-37.705,145.081,Northern Metropolitan,2329
Watsonia,8 Castlereagh Pl,3,h,715000,SP,Barry,22/04/2017,14.9,3087,3,1,1,312,,,Banyule,-37.703,145.077,Northern Metropolitan,2329
Watsonia,5 Daours Ct,4,h,932500,S,Miles,22/04/2017,14.9,3087,4,2,1,585,180,1950,Banyule,-37.715,145.078,Northern Metropolitan,2329
Watsonia,25 High St,3,h,895000,S,Barry,29/04/2017,14.9,3087,3,1,1,775,,,Banyule,-37.708,145.081,Northern Metropolitan,2329
West Footscray,61 Clive St,4,h,1435000,S,Village,6/5/2017,8.2,3012,4,2,1,523,244,1915,Maribyrnong,-37.798,144.873,Western Metropolitan,5058
West Footscray,4/8 Margot St,2,h,470000,SP,Greg,6/5/2017,8.2,3012,2,1,1,0,77,1975,Maribyrnong,-37.809,144.872,Western Metropolitan,5058
